"","hogar","turista","todos"
"01",0.81220173024274,1.01279863562459,0.824589261984755
"02",0.60019283086005,0.8222834117356,0.608465420490614
"03",0.938232448485387,0.665971228255049,0.933821334678415
"04",0.868265502027848,0.85261777477348,0.86797962718805
"05",0.830928898646752,0.883112597131258,0.832341308667717
"06",0.836271949963189,0.790878567320046,0.834753679602096
"07",0.87217320554429,1.0174398681531,0.876486348733388
"08",0.844390511790269,1.02048116259358,0.848580798833461
"09",0.781659453640806,0.757870573136578,0.780226872963199
"10",0.830702527047764,1.01183165828886,0.837621236677964
"11",0.827678050178575,0.878247853150354,0.829547543818936
"12",0.804199976202272,0.814002602287978,0.805491956537108
"13",0.823757382957426,0.926835533309866,0.829841818941224
"14",0.815217541789733,0.832358529776815,0.816013948069195
"15",0.802706241655572,0.753806048101699,0.797272743771119
"16",0.716916201711419,0.602220578438253,0.712187493899474
"17",0.793032865937934,0.971869009641809,0.820941972170234
"18",0.843848279848695,0.939376758782899,0.858017797325121
"19",0.926149190176435,0.835688016766244,0.924492620279837
"20",0.845206018393751,0.715522349986051,0.838569840719895
"21",-0.0128530179799425,0.844455507696485,0
"22",0.857741016315396,0.849439123571865,0.85720277543119
"23",0.812860667281607,0.89842983090135,0.816688007470045
"24",0.81317988121772,0.820020745661893,0.81363957134584
"25",0.999419037072501,1.02261973380104,1
"26",0.980899585962823,1.03563976619359,0.981680715070495
"27",0.912778324663737,0.996642511501623,0.914112446466084
"28",0.928470361395318,0.867199932389287,0.927504465497949
"29",0.876050706382642,0.995098899489521,0.883334081575987
"30",0.874025894486844,0.934323974011648,0.875793637749734
"31",0.930846296171563,0.917242791598642,0.930600503024323
"32",0.869113031334259,0.834326431490305,0.867551316105163
